artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Calum Scott,Heaven,"Waking up to you feels like a pinch-myself moment If we're only here for a while, I wanna spend All of it holding you, ooh-ooh Take me higher than I've been Got me questioning everything",[Verse],"I knew, ooh-ooh 'Cause nothing compares to you See Calum Scott LiveGet tickets as low as $42You might also like","Waking up to you feels like a pinch-myself moment If we're only here for a while, I wanna spend All of it holding you, ooh-ooh Take me higher than I've been Got me questioning everything, ooh-ooh Got me questioning everything, ooh-ooh


(Oh yeah)


I got you thinking that I",", ooh-ooh Got me questioning everything, ooh-ooh


(Oh yeah)


I got you thinking that I",8.894676483985203e-232,20.62522315979004
Calum Scott,Heaven,"So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down next to me I rest in peace, they say it's",[Chorus],"better, but how could that be? If everyone had a love like us They wouldn't call that place above, ""Heaven""","So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down next to me I rest in peace, they say it's our best and we'll fall in love together that day.
My God, what the hell is that that?!"," our best and we'll fall in love together that day.
My God, what the hell is that that?!",9.309480961664223e-232,33.1143798828125
Calum Scott,Heaven,Nothing,[Bridge],"comes, nothing comes close to this Looking up, looking up even if it exists My Heaven is on your lips","Nothing to do, but you won't miss your chance to impress. I'm sure that you'll try to do it all again if you can do it"," to do, but you won't miss your chance to impress. I'm sure that you'll try to do it all again if you can do it",9.129607124004822e-232,15.857643127441406
Calum Scott,Heaven,"So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down next to me I rest in peace, they say it's",[Chorus],"better, but how could that be? If everyone had a love like us They wouldn't call that place above, ""Heaven""Embed","So tell me why, what good is life If we're all just waiting to dance in the sky? I'm already there, here in your eyes We climb the gates every time that you lie down next to me I rest in peace, they say it's gonna make you beautiful What the hell's wrong with you? Go ahead and sing me a lullaby I swear
What the hell's wrong with you"," gonna make you beautiful What the hell's wrong with you? Go ahead and sing me a lullaby I swear
What the hell's wrong with you",8.827381643874619e-232,16.620929718017578
Calum Scott,What I Miss Most,It must have been a year since I,[Verse],was thrown across an ocean far from home Life is making no sense Riding in between the highs and lows,"It must have been a year since I was a kid. Then I watched you dance in the pool. But now I am old and depressed. Every time I look at you, I think"," was a kid. Then I watched you dance in the pool. But now I am old and depressed. Every time I look at you, I think",1.035450101419401e-231,21.764314651489258
Calum Scott,What I Miss Most,Maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin,[Chorus],"and bone Under the sun, above the waves Under three crowns when I'm far away Maybe what I miss most",Maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin and bone And maybe what I miss most It wasn't made of stone And maybe what I miss most It wasn't made of stone And maybe what I, and bone And maybe what I miss most It wasn't made of stone And maybe what I miss most It wasn't made of stone And maybe what I,9.864021323803089e-232,16.061317443847656
Calum Scott,What I Miss Most,Life beyond the window I'm jealous of the way that black bird flies Free among the,[Verse],people Those quarter million stories pass me by See Calum Scott LiveGet tickets as low as $42You might also like,"Life beyond the window I'm jealous of the way that black bird flies Free among the things I've been thinking about for the past ten years, and I'm never going to make that mistake again (No, I didn't make it"," things I've been thinking about for the past ten years, and I'm never going to make that mistake again (No, I didn't make it",9.163329787177458e-232,12.760266304016113
Calum Scott,What I Miss Most,And maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin,[Chorus],"and bone Under the sun, above the waves Under three crowns when I'm far away Maybe what I miss most","And maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin, but of blood And maybe what I miss most It wasn't made of steel and stone
|[Verse]|>Possible I could",", but of blood And maybe what I miss most It wasn't made of steel and stone
|[Verse]|>Possible I could",1.019432043742309e-231,75.42571258544922
Calum Scott,What I Miss Most,"I remember at the table All those faces, where did they go? I imagine what it looks like When I'm not there I remember, every summer",[Bridge],"But now the years are, just a number There's no backwards Time is faster with everything I've left behind, oh","I remember at the table All those faces, where did they go? I imagine what it looks like When I'm not there I remember, every summer, It's a shadow I'm afraid to look at with, but it always does Not matter what the image means, it never does My future depends",", It's a shadow I'm afraid to look at with, but it always does Not matter what the image means, it never does My future depends",9.127038659234398e-232,54.55185317993164
Calum Scott,What I Miss Most,But maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin and,[Chorus],"bone 'Cause under the sun, above the waves Under three crowns when I'm far away Maybe what I miss most",But maybe what I miss most It wasn't made of steel and stone And maybe what I miss most It wasn't born of skin and bone And maybe what I miss most is the way I see my world now, bone And maybe what I miss most is the way I see my world now,1.091900080306308e-231,83.23008728027344
Camila Cabello,Havana,"Havana, ooh na-na (Ayy) Half of my heart is in Havana, ooh na-na (Ayy, ayy) He took me back to East Atlanta,",[Chorus],"na-na-na, ah Oh, but my heart is in Havana (Ayy) There's somethin' 'bout his manners (Uh-huh) Havana, ooh na-na (Uh)","Havana, ooh na-na (Ayy) Half of my heart is in Havana, ooh na-na (Ayy, ayy) He took me back to East Atlanta, ooh na-na (Ayy, ayy) She is sweet, ooh na-na (Ayy, ayy) The walk"," ooh na-na (Ayy, ayy) She is sweet, ooh na-na (Ayy, ayy) The walk",1.0790771125155735e-231,19.056808471679688
Camila Cabello,Havana,"He didn't walk up with that ""how you doin'?"" (Uh) When he came in the room He said there's a lot of girls I can do with (Uh) But I can't without you I knew him forever in a minute",[Verse],(Hey) That summer night in June And papa says he got malo in him (Uh) He got me feelin' like...,"He didn't walk up with that ""how you doin'?"" (Uh) When he came in the room He said there's a lot of girls I can do with (Uh) But I can't without you I knew him forever in a minute
I've been a warrior since he was on TV (Uh) and we have friends
I'll make my own movies, but what are you","
I've been a warrior since he was on TV (Uh) and we have friends
I'll make my own movies, but what are you",9.834278082278139e-232,38.606658935546875
Camila Cabello,Havana,"Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Ayy) I knew it when I met him (Ayy), I loved him when I left him Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh And then I had to tell",[Pre-Chorus],"him, I had to go Oh na-na-na-na-na (Woo) See Camila Cabello LiveGet tickets as low as $122You might also like","Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Ayy) I knew it when I met him (Ayy), I loved him when I left him Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh And then I had to tell him I needed a boyfriend and we loved each other at the same time (Ayy) I knew it when I met him (Ayy), I"," him I needed a boyfriend and we loved each other at the same time (Ayy) I knew it when I met him (Ayy), I",1.0340225941931413e-231,22.712209701538086
Camila Cabello,Havana,"Havana, ooh na-na (Ooh-ooh; ayy, ayy) Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh) He took me back to East Atlanta,",[Chorus],"na-na-na (Ooh-ooh) Oh, but my heart is in Havana (Ooh-ooh; huh) My heart is in Havana (Ayy) Havana, ooh na-na","Havana, ooh na-na (Ooh-ooh; ayy, ayy) Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh) He took me back to East Atlanta, ooh na-na (Ooh-ooh; ayy, ayy)
Ah, I got too close, ah, yeah
"," ooh na-na (Ooh-ooh; ayy, ayy)
Ah, I got too close, ah, yeah
",1.0963478305345851e-231,24.017065048217773
Camila Cabello,Havana,"(Jeffery) Just graduated, fresh on campus, mmm Fresh out East Atlanta with no manners, damn (Fresh out East Atlanta) Bump on her bumper like a traffic jam Hey, I was quick to pay that girl like Uncle Sam (Here you go, ayy) Back it on me (Back it up) Shawty cravin' on me, get to eatin' on me (On me) She waited on me (And what?) Shawty cakin' on me, got the bacon on me (Wait up) This is history in the makin', homie (Homie) Point blank,",[Verse],"close range, that B (Tah, tah) If it cost a million, that's me (That's me) I was gettin' mula, baby","(Jeffery) Just graduated, fresh on campus, mmm Fresh out East Atlanta with no manners, damn (Fresh out East Atlanta) Bump on her bumper like a traffic jam Hey, I was quick to pay that girl like Uncle Sam (Here you go, ayy) Back it on me (Back it up) Shawty cravin' on me, get to eatin' on me (On me) She waited on me (And what?) Shawty cakin' on me, got the bacon on me (Wait up) This is history in the makin', homie (Homie) Point blank, man (This is history in the makin', homie) Yeah, ya (Right there, homie) I got this thing (Haven"," man (This is history in the makin', homie) Yeah, ya (Right there, homie) I got this thing (Haven",9.763103351382646e-232,68.55179595947266
Camila Cabello,Havana,"Havana, ooh na-na (Ooh-ooh; ayy, ayy) Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh) He took me back to East Atlanta, na-na-na",[Chorus],"(Oh, no) Oh, but my heart is in Havana (Ooh-ooh; huh) My heart is in Havana (Ayy) Havana, ooh na-na","Havana, ooh na-na (Ooh-ooh; ayy, ayy) Half of my heart is in Havana, ooh na-na (Ooh-ooh; ayy, ayy, uh-huh) He took me back to East Atlanta, na-na-na (Ooh-ooh; ayy, ayy, uh-huh) But this time, I was gone, ooh na-"," (Ooh-ooh; ayy, ayy, uh-huh) But this time, I was gone, ooh na-",1.0518351895246305e-231,27.537826538085938
Camila Cabello,Havana,"Ooh na-na, oh, na-na-na (Ooh, ooh-ooh-ooh-ooh-ooh-ooh) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, babe) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, yeah) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah,",[Bridge],"babe) Take me back, back, back Hey, hey... Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Hey) Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Hey) Take me back to my Havana...","Ooh na-na, oh, na-na-na (Ooh, ooh-ooh-ooh-ooh-ooh-ooh) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, babe) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, yeah) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, yeah) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, yeah) Take"," yeah) Take me back, back, back like... Ooh na-na, oh, na-na-na (Yeah, yeah) Take",9.87783071127706e-232,28.70655632019043
